╧ ВЕЙС;дЮРЮ ОПНДЮФС;пЁЙ;лЁЯЪЖЭ;дЕМЭ;рНБЮП ID;рНБЮП  ID МНБХИ;йЁКЭЙЁЯРЭ;жЁМЮ НДХМХЖЁ;бХПСВЙЮ, ЦПМ;оНЙСОЕЖЭ;яНАЁБЮПРЁЯРЭ, ЦПМ;дЮРЮ БЁДБЮМРЮФЕММЪ
100001398;04.12.2017;2017;12;4;ую-3437;10330;1;460.152;460.152;;249.48;06.12.2017
100001412;13.07.2016;2016;7;13;ую-3149;10042;1;530.8268;530.8268;;262.35;16.07.2016
100001428;03.05.2018;2018;5;3;ую-3122;10015;1;4758.73432;4758.73432;;2689.22;04.05.2018
100001428;03.05.2018;2018;5;3;ую-3114;10007;1;315.928;315.928;;193.2;04.05.2018
100001428;03.05.2018;2018;5;3;ую-3229;10122;1;290.466;290.466;;163;04.05.2018
100001428;03.05.2018;2018;5;3;ую-3333;10226;1;332.416;332.416;;190;04.05.2018
100001436;08.08.2016;2016;8;8;ую-3138;10031;1;98.50368;98.50368;;51.84;09.08.2016
100001439;19.07.2018;2018;7;19;ую-3324;10217;1;317.81568;317.81568;;152.88;19.07.2018
100001455;05.02.2016;2016;2;5;ую-3216;10109;1;558.2172;558.2172;;235.8;09.02.2016
100001455;05.02.2016;2016;2;5;ую-3395;10288;2;564.927;1129.854;;588.3;09.02.2016
100001457;23.07.2018;2018;7;23;ую-3376;10269;1;4993.0056;4993.0056;о╡а 1021;3124.74;24.07.2018
100001457;23.07.2018;2018;7;23;ую-3331;10224;1;231.9115008;231.9115008;о╡а 1021;140.17;24.07.2018
100001459;21.05.2017;2017;5;21;ую-3135;10028;1;759.7184;759.7184;;444.08;21.05.2017
100001459;21.05.2017;2017;5;21;ую-3389;10282;2;689.8416;1379.6832;;871.52;21.05.2017
100001459;21.05.2017;2017;5;21;ую-3127;10020;1;313.39968;313.39968;;113.74;21.05.2017
100001459;21.05.2017;2017;5;21;ую-3226;10119;1;289.8126;289.8126;;153.68;21.05.2017
100001485;09.05.2017;2017;5;9;ую-3407;10300;1;359.2512;359.2512;;218.4;09.05.2017
100001485;09.05.2017;2017;5;9;ую-3345;10238;1;443.65344;443.65344;;316.96;09.05.2017
100001485;09.05.2017;2017;5;9;ую-3402;10295;2;374.20614;748.41228;;472.34;09.05.2017
100001485;09.05.2017;2017;5;9;ую-3290;10183;1;5192.62048;5192.62048;;3522.07;09.05.2017
100001496;16.11.2016;2016;11;16;ую-3147;10040;1;489.8904;489.8904;;284.82;20.11.2016
100001496;16.11.2016;2016;11;16;ую-3425;10318;1;291.8763;291.8763;;189.21;20.11.2016
100001496;16.11.2016;2016;11;16;ую-3329;10222;2;530.4;1060.8;;819;20.11.2016
100001506;09.06.2016;2016;6;9;ую-3251;10144;1;497.879298;497.879298;;281.79;09.06.2016
100001511;18.05.2018;2018;5;18;ую-3245;10138;2;153.5025;307.005;;148.5;19.05.2018
100001511;18.05.2018;2018;5;18;ую-3372;10265;1;4524.468;4524.468;;2889.9;19.05.2018
100001511;18.05.2018;2018;5;18;ую-3122;10015;1;4758.73432;4758.73432;;2620.85;19.05.2018
100001511;18.05.2018;2018;5;18;ую-3378;10271;1;5507.208;5507.208;;3621.52;19.05.2018
100001514;19.02.2018;2018;2;19;ую-3439;10332;1;1791.073;1791.073;;907.43;20.02.2018
100001553;03.12.2016;2016;12;3;ую-3400;10293;1;231.762;231.762;о╡а 138;112.35;03.12.2016
100001553;03.12.2016;2016;12;3;ую-3267;10160;1;832.31388;832.31388;о╡а 138;533.6;03.12.2016
100001569;30.10.2017;2017;10;30;ую-3185;10078;1;832.422272;832.422272;;486.04;03.11.2017
100001569;30.10.2017;2017;10;30;ую-3274;10167;1;1639.523536;1639.523536;;838;03.11.2017
100001570;08.06.2018;2018;6;8;ую-3418;10311;1;400.608;400.608;;254.66;10.06.2018
100001571;26.02.2016;2016;2;26;ую-3350;10243;1;313.96352;313.96352;о╡а 567;206.48;02.03.2016
100001571;26.02.2016;2016;2;26;ую-3290;10183;2;5402.928;10805.856;о╡а 567;6971.52;02.03.2016
100001575;16.01.2018;2018;1;16;ую-3150;10043;1;301.89423;301.89423;;156.75;16.01.2018
100001575;16.01.2018;2018;1;16;ую-3184;10077;1;1831.1721792;1831.1721792;;849.72;16.01.2018
100001575;16.01.2018;2018;1;16;ую-3120;10013;1;7760.57856;7760.57856;;3097.44;16.01.2018
100001575;16.01.2018;2018;1;16;ую-3114;10007;1;353.096;353.096;;200.56;16.01.2018
100001575;16.01.2018;2018;1;16;ую-3237;10130;1;118.272;118.272;;67.2;16.01.2018
100001575;16.01.2018;2018;1;16;ую-3363;10256;1;2501.928;2501.928;;1200.42;16.01.2018
100001575;16.01.2018;2018;1;16;ую-3399;10292;1;227.82368;227.82368;;119.84;16.01.2018
100001575;16.01.2018;2018;1;16;ую-3407;10300;1;361.41336;361.41336;;195.3;16.01.2018
100001575;16.01.2018;2018;1;16;ую-3120;10013;1;5681.85216;5681.85216;;3441.6;16.01.2018
100001575;16.01.2018;2018;1;16;ую-3143;10036;1;585.14544;585.14544;;290.28;16.01.2018
100001575;16.01.2018;2018;1;16;ую-3280;10173;1;2848.803552;2848.803552;;1984.65;16.01.2018
100001579;23.03.2016;2016;3;23;ую-3273;10166;1;597.678;597.678;;347.9;23.03.2016
100001610;26.07.2016;2016;7;26;ую-3337;10230;1;152.2752;152.2752;о╡а 197;113.3;26.07.2016
100001611;10.03.2017;2017;3;10;ую-3360;10253;2;560.27208;1120.54416;;616.94;15.03.2017
100001619;17.08.2017;2017;8;17;ую-3300;10193;1;469.72896;469.72896;о╡а 1195;268;17.08.2017
100001638;19.10.2017;2017;10;19;ую-3384;10277;1;807.2946;807.2946;;438.48;19.10.2017
100001707;21.06.2016;2016;6;21;ую-3319;10212;2;274.429008;548.858016;;414.2;21.06.2016
100001729;08.09.2017;2017;9;8;ую-3395;10288;1;445.449895;445.449895;;259.7;08.09.2017
100001751;03.12.2017;2017;12;3;ую-3126;10019;1;4366.74672;4366.74672;;3182.76;03.12.2017
100001764;12.01.2016;2016;1;12;ую-3281;10174;1;1655.17056;1655.17056;;1067.04;12.01.2016
100001764;12.01.2016;2016;1;12;ую-3360;10253;1;366.655932;366.655932;;288.66;12.01.2016
100001781;22.07.2017;2017;7;22;ую-3280;10173;1;2812.1508;2812.1508;о╡а 14;2318.7;22.07.2017
100001781;22.07.2017;2017;7;22;ую-3164;10057;1;403.01336;403.01336;о╡а 14;264.5;22.07.2017
100001781;22.07.2017;2017;7;22;ую-3263;10156;1;1240.3764;1240.3764;о╡а 14;672.8;22.07.2017
100001781;22.07.2017;2017;7;22;ую-3441;10334;1;615.648;615.648;о╡а 14;382.8;22.07.2017
100001781;22.07.2017;2017;7;22;ую-3310;10203;1;385.41312;385.41312;о╡а 14;282.24;22.07.2017
100001781;22.07.2017;2017;7;22;ую-3203;10096;1;6919.119;6919.119;о╡а 14;3606.81;22.07.2017
100001781;22.07.2017;2017;7;22;ую-3431;10324;1;2097.8496;2097.8496;о╡а 14;1232;22.07.2017
100001788;23.10.2016;2016;10;23;ую-3217;10110;1;319.9392;319.9392;;240.12;23.10.2016
100001788;23.10.2016;2016;10;23;ую-3116;10009;2;322.94208;645.88416;;328.44;23.10.2016
100001788;23.10.2016;2016;10;23;ую-3245;10138;1;129.765;129.765;;81;23.10.2016
100001788;23.10.2016;2016;10;23;ую-3298;10191;1;187.8144;187.8144;;137.24;23.10.2016
100001795;30.08.2016;2016;8;30;ую-3334;10227;1;696.27888;696.27888;;420.12;30.08.2016
100001831;08.09.2018;2018;9;8;ую-3121;10014;2;5957.34192;11914.68384;;7936.32;08.09.2018
100001837;23.05.2017;2017;5;23;ую-3264;10157;1;1451.1744;1451.1744;;1016.6;23.05.2017
100001837;23.05.2017;2017;5;23;ую-3244;10137;2;264.18;528.36;;349.44;23.05.2017
100001849;31.01.2018;2018;1;31;ую-3197;10090;1;1296.648;1296.648;;900.45;31.01.2018
100001849;31.01.2018;2018;1;31;ую-3409;10302;1;868.923;868.923;;404.79;31.01.2018
100001865;11.10.2016;2016;10;11;ую-3428;10321;2;1712.22266;3424.44532;о╡а 1080;2173.52;11.10.2016
100001865;11.10.2016;2016;10;11;ую-3282;10175;1;854.6027936;854.6027936;о╡а 1080;815.48;11.10.2016
100001865;11.10.2016;2016;10;11;ую-3235;10128;2;353.5953;707.1906;о╡а 1080;397.94;11.10.2016
100001865;11.10.2016;2016;10;11;ую-3259;10152;1;1608.6;1608.6;о╡а 1080;788.98;11.10.2016
100001890;21.03.2018;2018;3;21;ую-3117;10010;1;6116.28528;6116.28528;о╡а 289;2842.14;21.03.2018
100001892;22.03.2018;2018;3;22;ую-3365;10258;1;1812.6064;1812.6064;о╡а 1008;1103.86;22.03.2018
100001904;22.01.2018;2018;1;22;ую-3438;10331;1;557.928;557.928;;255.84;22.01.2018
100001934;14.01.2018;2018;1;14;ую-3335;10228;1;279.50336;279.50336;;180.32;14.01.2018
100001955;17.09.2018;2018;9;17;ую-3374;10267;2;7087.3508;14174.7016;;6720.12;17.09.2018
100001955;17.09.2018;2018;9;17;ую-3302;10195;2;489.808;979.616;;490.82;17.09.2018
100001955;17.09.2018;2018;9;17;ую-3348;10241;1;1757.988;1757.988;;1049.39;17.09.2018
100001959;06.07.2018;2018;7;6;ую-3291;10184;1;2205.43856;2205.43856;;1491.76;06.07.2018
100001968;24.04.2017;2017;4;24;ую-3330;10223;1;384.48;384.48;;307.05;24.04.2017
100001968;24.04.2017;2017;4;24;ую-3371;10264;1;428.2146;428.2146;;272.16;24.04.2017
100001976;16.06.2016;2016;6;16;ую-3265;10158;1;779.568;779.568;о╡а 1112;505.11;16.06.2016
100001999;02.12.2017;2017;12;2;ую-3379;10272;1;4414.5192;4414.5192;;2425.56;02.12.2017
100002011;05.02.2016;2016;2;5;ую-3272;10165;1;1411.03755;1411.03755;о╡а 811;787.05;05.02.2016
100002011;05.02.2016;2016;2;5;ую-3187;10080;2;1376.52416;2753.04832;о╡а 811;1754.8;05.02.2016
100002034;19.10.2016;2016;10;19;ую-3287;10180;1;5760.936192;5760.936192;;3475.76;19.10.2016
100002034;19.10.2016;2016;10;19;ую-3381;10274;1;6722.3134;6722.3134;;3594.82;19.10.2016
100002034;19.10.2016;2016;10;19;ую-3374;10267;1;5361.647742;5361.647742;;3903.1;19.10.2016
100002035;05.07.2016;2016;7;5;ую-3420;10313;2;319.4118;638.8236;;361.92;07.07.2016
100002052;14.08.2017;2017;8;14;ую-3213;10106;1;303.1335;303.1335;;163.77;19.08.2017
100002052;14.08.2017;2017;8;14;ую-3351;10244;1;1118.084352;1118.084352;;732.6;19.08.2017
100002061;07.12.2016;2016;12;7;ую-3384;10277;1;609.114492;609.114492;;359.1;07.12.2016
100002070;06.03.2016;2016;3;6;ую-3441;10334;1;727.584;727.584;;330;06.03.2016
100002070;06.03.2016;2016;3;6;ую-3249;10142;1;685.608;685.608;;352.98;06.03.2016
100002077;26.04.2017;2017;4;26;ую-3437;10330;1;609.84;609.84;о╡а 467;259.56;26.04.2017
100002084;12.06.2016;2016;6;12;ую-3140;10033;1;399.13632;399.13632;;237.6;12.06.2016
100002084;12.06.2016;2016;6;12;ую-3352;10245;1;674.796096;674.796096;;538.46;12.06.2016
100002088;07.06.2018;2018;6;7;ую-3405;10298;1;299.7915;299.7915;;146.01;07.06.2018
100002088;07.06.2018;2018;6;7;ую-3189;10082;2;1476.805568;2953.611136;;1554;07.06.2018
100002134;08.06.2018;2018;6;8;ую-3371;10264;1;452.2716;452.2716;;286.74;08.06.2018
100002134;08.06.2018;2018;6;8;ую-3142;10035;1;554.8121088;554.8121088;;289.06;08.06.2018
100002134;08.06.2018;2018;6;8;ую-3210;10103;1;3092.608512;3092.608512;;1800.96;08.06.2018
100002134;08.06.2018;2018;6;8;ую-3397;10290;1;479.785152;479.785152;;242.88;08.06.2018
100002134;08.06.2018;2018;6;8;ую-3112;10005;2;2793.28896;5586.57792;;2580.84;08.06.2018
100002134;08.06.2018;2018;6;8;ую-3231;10124;1;294.6944;294.6944;;200.64;08.06.2018
100002137;17.09.2018;2018;9;17;ую-3133;10026;1;712.166;712.166;;409.5;17.09.2018
100002143;31.05.2017;2017;5;31;ую-3225;10118;2;217.707048;435.414096;;260.76;02.06.2017
100002143;31.05.2017;2017;5;31;ую-3285;10178;1;302.377152;302.377152;;179.19;02.06.2017
100002144;06.04.2017;2017;4;6;ую-3287;10180;1;6064.14336;6064.14336;о╡а 605;4495.82;06.04.2017
100002147;06.05.2018;2018;5;6;ую-3318;10211;1;228.46464;228.46464;о╡а 807;151.42;06.05.2018
100002147;06.05.2018;2018;5;6;ую-3385;10278;1;359.70648;359.70648;о╡а 807;224.2;06.05.2018
100002147;06.05.2018;2018;5;6;ую-3278;10171;1;2920.24128;2920.24128;о╡а 807;1921.04;06.05.2018
100002147;06.05.2018;2018;5;6;ую-3337;10230;1;133.911536;133.911536;о╡а 807;110;06.05.2018
100002147;06.05.2018;2018;5;6;ую-3179;10072;2;830.78388;1661.56776;о╡а 807;1041.9;06.05.2018
100002162;21.08.2017;2017;8;21;ую-3206;10099;1;2876.879682;2876.879682;о╡а 52;1828.71;21.08.2017
100002162;21.08.2017;2017;8;21;ую-3179;10072;1;1000.51392;1000.51392;о╡а 52;434.88;21.08.2017
100002162;21.08.2017;2017;8;21;ую-3411;10304;1;546.08736;546.08736;о╡а 52;421.8;21.08.2017
100002162;21.08.2017;2017;8;21;ую-3410;10303;2;248.0295;496.059;о╡а 52;210.9;21.08.2017
100002164;16.01.2018;2018;1;16;ую-3185;10078;1;920.86144;920.86144;;494.42;16.01.2018
100002165;24.08.2016;2016;8;24;ую-3274;10167;1;1636.614;1636.614;;1005.6;28.08.2016
100002165;24.08.2016;2016;8;24;ую-3405;10298;1;356.5941;356.5941;;185.26;28.08.2016
100002172;15.05.2017;2017;5;15;ую-3274;10167;2;1745.7216;3491.4432;;1759.8;18.05.2017
100002172;15.05.2017;2017;5;15;ую-3290;10183;2;6506.752;13013.504;;6608.42;18.05.2017
100002172;15.05.2017;2017;5;15;ую-3297;10190;1;288.47112;288.47112;;191;18.05.2017
100002172;15.05.2017;2017;5;15;ую-3150;10043;1;266.081112;266.081112;;165;18.05.2017
100002172;15.05.2017;2017;5;15;ую-3371;10264;1;447.4602;447.4602;;240.57;18.05.2017
100002172;15.05.2017;2017;5;15;ую-3198;10091;1;2927.808;2927.808;;1224;18.05.2017
100002193;28.09.2016;2016;9;28;ую-3151;10044;1;564.5879568;564.5879568;;267.12;28.09.2016
100002193;28.09.2016;2016;9;28;ую-3349;10242;1;459.1776672;459.1776672;;309.26;28.09.2016
100002193;28.09.2016;2016;9;28;ую-3370;10263;1;515.57;515.57;;218;28.09.2016
100002193;28.09.2016;2016;9;28;ую-3297;10190;2;276.06376;552.12752;;424.02;28.09.2016
100002193;28.09.2016;2016;9;28;ую-3215;10108;1;434.038;434.038;;195.48;28.09.2016
100002193;28.09.2016;2016;9;28;ую-3382;10275;1;544.757112;544.757112;;336.74;28.09.2016
100002196;07.07.2017;2017;7;7;ую-3365;10258;1;2037.946332;2037.946332;о╡а 563;1308.7;09.07.2017
100002201;09.10.2016;2016;10;9;ую-3112;10005;1;2543.88816;2543.88816;о╡а 942;1435.14;14.10.2016
100002203;02.08.2016;2016;8;2;ую-3432;10325;1;652.85976;652.85976;;336;02.08.2016
100002203;02.08.2016;2016;8;2;ую-3370;10263;1;459.326;459.326;;239.8;02.08.2016
100002211;15.04.2017;2017;4;15;ую-3248;10141;1;434.929176;434.929176;;258;17.04.2017
100002211;15.04.2017;2017;4;15;ую-3219;10112;1;1166.0929;1166.0929;;473.28;17.04.2017
100002211;15.04.2017;2017;4;15;ую-3143;10036;1;481.88448;481.88448;;241.08;17.04.2017
100002218;02.10.2016;2016;10;2;ую-3285;10178;2;266.698432;533.396864;;372.86;07.10.2016
100002248;30.01.2017;2017;1;30;ую-3410;10303;1;186.36345;186.36345;;128.76;30.01.2017
100002249;02.03.2018;2018;3;2;ую-3186;10079;1;1614.93696;1614.93696;;645.84;06.03.2018
100002249;02.03.2018;2018;3;2;ую-3123;10016;1;3176.892;3176.892;;1594.89;06.03.2018
100002249;02.03.2018;2018;3;2;ую-3220;10113;1;650.2104;650.2104;;355.68;06.03.2018
100002249;02.03.2018;2018;3;2;ую-3383;10276;1;427.583904;427.583904;;240.35;06.03.2018
100002273;01.08.2018;2018;8;1;ую-3241;10134;1;600.624;600.624;;364.72;01.08.2018
100002273;01.08.2018;2018;8;1;ую-3169;10062;1;1888.27988;1888.27988;;1115.03;01.08.2018
100002296;29.03.2016;2016;3;29;ую-3371;10264;2;524.4426;1048.8852;;476.28;30.03.2016
100002302;28.09.2017;2017;9;28;ую-3361;10254;1;668.5952;668.5952;;492;28.09.2017
100002306;11.01.2018;2018;1;11;ую-3438;10331;1;521.766;521.766;;223.86;16.01.2018
100002306;11.01.2018;2018;1;11;ую-3276;10169;1;691.61;691.61;;328.6;16.01.2018
100002306;11.01.2018;2018;1;11;ую-3232;10125;2;259.93672;519.87344;;322.24;16.01.2018
100002341;01.06.2017;2017;6;1;ую-3356;10249;1;593.252352;593.252352;;297;03.06.2017
100002384;16.06.2017;2017;6;16;ую-3406;10299;1;295.8228;295.8228;;205.66;19.06.2017
100002384;16.06.2017;2017;6;16;ую-3382;10275;1;448.377952;448.377952;;277.14;19.06.2017
100002392;23.01.2017;2017;1;23;ую-3316;10209;1;332.63424;332.63424;о╡а 282;272.55;27.01.2017
100002392;23.01.2017;2017;1;23;ую-3208;10101;1;3601.125;3601.125;о╡а 282;2137.5;27.01.2017
100002392;23.01.2017;2017;1;23;ую-3337;10230;1;181.28;181.28;о╡а 282;118.8;27.01.2017
100002392;23.01.2017;2017;1;23;ую-3366;10259;1;3642.08;3642.08;о╡а 282;1581;27.01.2017
100002393;07.10.2017;2017;10;7;ую-3243;10136;1;781.2168;781.2168;;327.6;08.10.2017
100002393;07.10.2017;2017;10;7;ую-3372;10265;1;3698.2608;3698.2608;;2306.85;08.10.2017
100002394;23.02.2016;2016;2;23;ую-3243;10136;1;687.470784;687.470784;;342.16;28.02.2016
100002394;23.02.2016;2016;2;23;ую-3198;10091;1;2189.4912;2189.4912;;1444.32;28.02.2016
100002402;25.07.2017;2017;7;25;ую-3191;10084;2;1064.329812;2128.659624;о╡а 1004;1278.46;30.07.2017
100002402;25.07.2017;2017;7;25;ую-3173;10066;1;2291.96544;2291.96544;о╡а 1004;848.16;30.07.2017
100002426;07.08.2016;2016;8;7;ую-3379;10272;1;4198.1212;4198.1212;о╡а 628;2806.04;07.08.2016
100002431;18.09.2016;2016;9;18;ую-3299;10192;1;486.84384;486.84384;;335.16;18.09.2016
100002431;18.09.2016;2016;9;18;ую-3112;10005;1;2593.76832;2593.76832;;1350.72;18.09.2016
100002433;26.09.2016;2016;9;26;ую-3229;10122;1;284.0112;284.0112;;182.56;28.09.2016
100002443;15.06.2017;2017;6;15;ую-3338;10231;1;223.72272;223.72272;;109.44;15.06.2017
100002443;15.06.2017;2017;6;15;ую-3367;10260;1;2153.029632;2153.029632;;1078.24;15.06.2017
100002443;15.06.2017;2017;6;15;ую-3172;10065;1;1888.3264;1888.3264;;1007;15.06.2017
100002443;15.06.2017;2017;6;15;ую-3381;10274;1;4921.47348;4921.47348;;3627.8;15.06.2017
100002494;04.01.2017;2017;1;4;ую-3130;10023;1;572.74672;572.74672;;339.6;04.01.2017
100002494;04.01.2017;2017;1;4;ую-3325;10218;1;695.63728;695.63728;;382;04.01.2017
100002496;28.02.2018;2018;2;28;ую-3327;10220;1;650.624;650.624;;326.4;28.02.2018
100002496;28.02.2018;2018;2;28;ую-3367;10260;1;2317.7472;2317.7472;;1359.52;28.02.2018
100002496;28.02.2018;2018;2;28;ую-3332;10225;1;216.636192;216.636192;;128.64;28.02.2018
100002496;28.02.2018;2018;2;28;ую-3377;10270;1;5766.4488;5766.4488;;3123.54;28.02.2018
100002509;08.11.2017;2017;11;8;ую-3259;10152;1;1271.56;1271.56;;819.62;10.11.2017
100002531;03.12.2017;2017;12;3;ую-3118;10011;1;5191.0212096;5191.0212096;;2454.3;03.12.2017
100002536;03.04.2017;2017;4;3;ую-3316;10209;1;329.8493952;329.8493952;;220.41;03.04.2017
100002545;30.03.2016;2016;3;30;ую-3301;10194;1;177.51852;177.51852;;130.95;30.03.2016
100002545;30.03.2016;2016;3;30;ую-3287;10180;1;6185.4262272;6185.4262272;;3702.44;30.03.2016
100002545;30.03.2016;2016;3;30;ую-3373;10266;1;2207.36888;2207.36888;;1152.35;30.03.2016
100002585;29.12.2016;2016;12;29;ую-3188;10081;2;1161.15912;2322.31824;;1181.56;29.12.2016
100002585;29.12.2016;2016;12;29;ую-3267;10160;1;836.142;836.142;;492.2;29.12.2016
100002585;29.12.2016;2016;12;29;ую-3262;10155;1;407.0275;407.0275;;213.2;29.12.2016
100002585;29.12.2016;2016;12;29;ую-3261;10154;1;2084.731506;2084.731506;;1232.01;29.12.2016
100002585;29.12.2016;2016;12;29;ую-3349;10242;1;435.8592;435.8592;;322.42;29.12.2016
100002586;05.08.2018;2018;8;5;ую-3300;10193;1;469.72896;469.72896;;278.72;09.08.2018
100002586;05.08.2018;2018;8;5;ую-3116;10009;1;282.1824;282.1824;;151.8;09.08.2018
100002592;14.01.2017;2017;1;14;ую-3264;10157;1;1357.824;1357.824;;981.24;17.01.2017
100002592;14.01.2017;2017;1;14;ую-3447;10340;2;1213.0265;2426.053;;1484.44;17.01.2017
100002592;14.01.2017;2017;1;14;ую-3163;10056;2;400.4391168;800.8782336;;509.76;17.01.2017
100002641;14.06.2017;2017;6;14;ую-3133;10026;1;884.338;884.338;;406;14.06.2017
100002654;16.11.2017;2017;11;16;ую-3166;10059;1;630.924;630.924;;291.55;16.11.2017
100002654;16.11.2017;2017;11;16;ую-3223;10116;1;58.001775;58.001775;;34.1;16.11.2017
100002654;16.11.2017;2017;11;16;ую-3119;10012;1;6875.0496;6875.0496;;3643.2;16.11.2017
100002654;16.11.2017;2017;11;16;ую-3299;10192;1;492.78096;492.78096;;383.04;16.11.2017
100002654;16.11.2017;2017;11;16;ую-3133;10026;1;735.644;735.644;;395.5;16.11.2017
100002654;16.11.2017;2017;11;16;ую-3319;10212;1;286.3224;286.3224;;182.4;16.11.2017
100002654;16.11.2017;2017;11;16;ую-3272;10165;1;1302.21;1302.21;;826.8;16.11.2017
100002654;16.11.2017;2017;11;16;ую-3111;10004;1;1467.2947296;1467.2947296;;901.93;16.11.2017
100002681;17.05.2018;2018;5;17;ую-3171;10064;1;1207.2500496;1207.2500496;;849.66;19.05.2018
100002681;17.05.2018;2018;5;17;ую-3196;10089;1;1467.2845;1467.2845;;864.63;19.05.2018
100002682;10.09.2018;2018;9;10;ую-3438;10331;2;547.596;1095.192;о╡а 286;570.72;10.09.2018
100002688;03.09.2018;2018;9;3;ую-3200;10093;1;580.1036;580.1036;;332.16;03.09.2018
100002705;27.10.2017;2017;10;27;ую-3285;10178;1;318.56;318.56;;179.19;27.10.2017
100002705;27.10.2017;2017;10;27;ую-3214;10107;1;295.974;295.974;;198.94;27.10.2017
100002705;27.10.2017;2017;10;27;ую-3155;10048;1;481.6348;481.6348;;238.76;27.10.2017
100002705;27.10.2017;2017;10;27;ую-3271;10164;1;1119.888;1119.888;;702.96;27.10.2017
100002705;27.10.2017;2017;10;27;ую-3410;10303;1;220.7235;220.7235;;108.78;27.10.2017
100002705;27.10.2017;2017;10;27;ую-3213;10106;1;348.7665;348.7665;;184.44;27.10.2017
100002712;15.03.2017;2017;3;15;ую-3143;10036;1;487.6212;487.6212;;280.44;15.03.2017
100002712;15.03.2017;2017;3;15;ую-3113;10006;1;4832.8836;4832.8836;;1961.46;15.03.2017
100002717;29.06.2016;2016;6;29;ую-3166;10059;1;545.664;545.664;;289.1;30.06.2016
100002734;10.07.2016;2016;7;10;ую-3150;10043;1;346.3482;346.3482;;194.7;12.07.2016
100002734;10.07.2016;2016;7;10;ую-3361;10254;2;705.3312;1410.6624;;762.6;12.07.2016
100002737;06.12.2016;2016;12;6;ую-3335;10228;1;308.8809472;308.8809472;о╡а 769;165.6;06.12.2016
100002775;14.04.2017;2017;4;14;ую-3308;10201;1;62.1828504;62.1828504;;41.28;14.04.2017
100002783;10.06.2016;2016;6;10;ую-3290;10183;1;5925.792;5925.792;;3703.62;10.06.2016
100002789;21.10.2017;2017;10;21;ую-3203;10096;1;5833.767;5833.767;;3077.37;21.10.2017
100002831;28.09.2018;2018;9;28;ую-3332;10225;1;224.34816;224.34816;;131.32;28.09.2018
100002831;28.09.2018;2018;9;28;ую-3293;10186;1;3787.08;3787.08;;2650.05;28.09.2018
100002831;28.09.2018;2018;9;28;ую-3382;10275;1;515.6592;515.6592;;357.6;28.09.2018
100002831;28.09.2018;2018;9;28;ую-3226;10119;1;242.556;242.556;;148.24;28.09.2018
100002838;21.01.2016;2016;1;21;ую-3257;10150;1;1405.6713;1405.6713;о╡а 149;838.95;26.01.2016
100002840;01.04.2018;2018;4;1;ую-3288;10181;1;1580.19904;1580.19904;;1437.93;01.04.2018
100002840;01.04.2018;2018;4;1;ую-3345;10238;1;405.07488;405.07488;;277.34;01.04.2018
100002851;28.06.2016;2016;6;28;ую-3126;10019;1;6064.926;6064.926;о╡а 374;3300.64;02.07.2016
100002871;05.05.2018;2018;5;5;ую-3117;10010;1;6419.07168;6419.07168;;3236.1;05.05.2018
100002904;15.05.2016;2016;5;15;ую-3148;10041;2;340.5566976;681.1133952;;465.92;15.05.2016
100002911;15.09.2016;2016;9;15;ую-3333;10226;1;294.28224;294.28224;;188;15.09.2016
100002915;01.01.2016;2016;1;1;ую-3146;10039;1;346.5166848;346.5166848;;226.72;04.01.2016
100002915;01.01.2016;2016;1;1;ую-3353;10246;1;195.18624;195.18624;;176.32;04.01.2016
100002932;13.02.2016;2016;2;13;ую-3279;10172;1;1642.21824;1642.21824;о╡а 520;1109.66;13.02.2016
100002945;14.07.2018;2018;7;14;ую-3383;10276;1;424.67337;424.67337;;206.91;18.07.2018
100002945;14.07.2018;2018;7;14;ую-3231;10124;1;264.836352;264.836352;;165.44;18.07.2018
100002948;18.05.2018;2018;5;18;ую-3428;10321;1;1694.57088;1694.57088;;1258.92;22.05.2018
100002951;11.06.2016;2016;6;11;ую-3399;10292;1;237.552;237.552;о╡а 572;103.04;12.06.2016
100002958;19.12.2017;2017;12;19;ую-3151;10044;2;509.93712;1019.87424;;483.84;19.12.2017
100002958;19.12.2017;2017;12;19;ую-3407;10300;1;361.746;361.746;;216.3;19.12.2017
100002958;19.12.2017;2017;12;19;ую-3438;10331;2;535.61088;1071.22176;;546.12;19.12.2017
100002987;07.04.2017;2017;4;7;ую-3176;10069;1;1641.4356;1641.4356;о╡а 601;795.01;11.04.2017
100002987;07.04.2017;2017;4;7;ую-3378;10271;1;5446.0168;5446.0168;о╡а 601;2809.8;11.04.2017
100002987;07.04.2017;2017;4;7;ую-3322;10215;1;436.20096;436.20096;о╡а 601;282.7;11.04.2017
100003011;12.08.2018;2018;8;12;ую-3160;10053;1;588.5;588.5;;287.5;12.08.2018
100003022;28.12.2017;2017;12;28;ую-3229;10122;1;258.192;258.192;;189.08;29.12.2017
100003022;28.12.2017;2017;12;28;ую-3199;10092;1;408.25512;408.25512;;196.95;29.12.2017
100003022;28.12.2017;2017;12;28;ую-3318;10211;1;221.32512;221.32512;;123.28;29.12.2017
100003022;28.12.2017;2017;12;28;ую-3428;10321;1;1829.762748;1829.762748;;1291.2;29.12.2017
100003033;15.07.2018;2018;7;15;ую-3254;10147;1;1517.346432;1517.346432;;861.12;15.07.2018
